pgs_id	total	label	performance	applicability	match_confidence	performance_source	trait	method_name	variants_number	performance_detail	applicability_detail	match_detail
PGS004930	52	likely	14	23	15	measured	Celiac disease	SnpNet	463	AUROC=0.670 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004931	56	likely	18	23	15	measured	Gout	SnpNet	1138	AUROC=0.730 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004932	46	likely	8	23	15	measured	HDL cholesterol	SnpNet	17151	AUROC=0.600 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004933	43	likely	5	23	15	measured	Hemorrhoid	LDpred2	184519	AUROC=0.560 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004934	56	likely	18	23	15	measured	Hypertension	SnpNet	15056	AUROC=0.720 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004935	54	likely	16	23	15	measured	Hypothyroidism	SnpNet	6127	AUROC=0.700 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004936	50	likely	12	23	15	measured	LDL cholesterol	PRS-CSx	139875	AUROC=0.650 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004937	52	likely	14	23	15	measured	Triglycerides	SnpNet	8337	AUROC=0.680 (1 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004938	53	likely	8	30	15	measured	Severe COVID-19 course	Ldpred2	955503	AUROC=0.600 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004941	39	uncertain	10	14	15	partial	Coronary artery disease	MetaPRS	3711629	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS004942	39	uncertain	10	14	15	partial	Ischemic stroke	MetaPRS	4765243	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS004943	39	uncertain	10	14	15	partial	Intracerebral hemorrhage	MetaPRS	2124631	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS004944	61	confident	20	26	15	measured	Primary open-angle glaucoma	Lassosum	144019	AUROC=0.748 (2 studies)	gwas=12/12, eval=6/10, pop_eval=8/8	cov=?; Z=?
PGS004945	55	likely	10	30	15	partial	Colorectal cancer	Genome-wide significant SNPs	87	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004946	58	likely	20	23	15	measured	Dilated cardiomyopathy	PRS-CS	1098677	OR=1.66 (1 studies)	gwas=9/12, eval=6/10, pop_eval=8/8	cov=?; Z=?
PGS004947	58	likely	20	23	15	measured	Dilated cardiomyopathy (MTAG)	PRS-CS	1072247	OR=1.73 (1 studies)	gwas=9/12, eval=6/10, pop_eval=8/8	cov=?; Z=?
PGS004948	61	confident	20	26	15	measured	Dilated cardiomyopathy	PRS-CS	1068761	OR=1.64 (1 studies)	gwas=12/12, eval=6/10, pop_eval=8/8	cov=?; Z=?
PGS004949	61	confident	20	26	15	measured	Dilated cardiomyopathy (MTAG)	PRS-CS	1038394	OR=1.91 (1 studies)	gwas=12/12, eval=6/10, pop_eval=8/8	cov=?; Z=?
PGS004950	62	confident	20	27	15	measured	Dilated cardiomyopathy	PRS-CS	1098677	OR=1.71 (1 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004951	62	confident	20	27	15	measured	Dilated cardiomyopathy (MTAG)	PRS-CS	1075760	OR=1.93 (1 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004952	53	likely	8	30	15	measured	Age-related macular degeneration	Genome-wide significant SNPs	52	OR=1.29 (6 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004953	55	likely	10	30	15	partial	Melanoma	Genome-wide significant SNPs	21	3 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004954	57	likely	16	26	15	measured	Thyroid cancer	Genome-wide significant SNPs	26	AUROC=0.700 (1 studies)	gwas=12/12, eval=6/10, pop_eval=8/8	cov=?; Z=?
PGS004955	55	likely	10	30	15	partial	Lung cancer	Genome-wide significant SNPs	23	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004956	46	likely	4	27	15	measured	Hemoglobin	ldpred	1286612	R²=0.0080 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004957	50	likely	8	27	15	measured	Hemoglobin	ldpred	1286612	R²=0.0120 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004958	46	likely	4	27	15	measured	Hemoglobin	ldpred	1286612	R²=0.0030 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004959	50	likely	8	27	15	measured	Hemoglobin	ldpred	1286612	R²=0.0150 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004960	50	likely	8	27	15	measured	Hemoglobin	ldpred	1286612	R²=0.0160 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004961	50	likely	8	27	15	measured	Hemoglobin	ldpred	1286612	R²=0.0190 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004962	46	likely	4	27	15	measured	Hemoglobin	prscs	1273252	R²=0.0050 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004963	54	likely	12	27	15	measured	Hemoglobin	prscs	1273252	R²=0.0200 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004964	46	likely	4	27	15	measured	Hemoglobin	prscs	1273252	R²=0.0030 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004965	50	likely	8	27	15	measured	Hemoglobin	prscs	1273252	R²=0.0150 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004966	50	likely	8	27	15	measured	Hemoglobin	prscs	1273252	R²=0.0190 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004967	54	likely	12	27	15	measured	Hemoglobin	prscs	1273252	R²=0.0210 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004968	54	likely	12	27	15	measured	Hemoglobin	prscsx	1277825	R²=0.0220 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004969	58	likely	16	27	15	measured	LDL cholesterol	ldpred	1286612	R²=0.0740 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004970	58	likely	16	27	15	measured	LDL cholesterol	ldpred	1286612	R²=0.0510 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004971	54	likely	12	27	15	measured	LDL cholesterol	ldpred	1286612	R²=0.0320 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004972	58	likely	16	27	15	measured	LDL cholesterol	ldpred	1286612	R²=0.0680 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004973	58	likely	16	27	15	measured	LDL cholesterol	ldpred	1286612	R²=0.0870 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004974	58	likely	16	27	15	measured	LDL cholesterol	ldpred	1286612	R²=0.0650 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004975	54	likely	12	27	15	measured	LDL cholesterol	prscs	1273897	R²=0.0460 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004976	58	likely	16	27	15	measured	LDL cholesterol	prscs	1273897	R²=0.0720 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004977	54	likely	12	27	15	measured	LDL cholesterol	prscs	1273897	R²=0.0340 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004978	58	likely	16	27	15	measured	LDL cholesterol	prscs	1273897	R²=0.0640 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004979	58	likely	16	27	15	measured	LDL cholesterol	prscs	1273897	R²=0.0900 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004980	58	likely	16	27	15	measured	LDL cholesterol	prscs	1273897	R²=0.0730 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004981	58	likely	16	27	15	measured	LDL cholesterol	prscsx	1277825	R²=0.0870 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004982	54	likely	12	27	15	measured	Body mass index (BMI)	ldpred	1286612	R²=0.0270 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004983	58	likely	16	27	15	measured	Body mass index (BMI)	ldpred	1286612	R²=0.0670 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004984	54	likely	12	27	15	measured	Body mass index (BMI)	ldpred	1286612	R²=0.0400 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004985	58	likely	16	27	15	measured	Body mass index (BMI)	ldpred	1286612	R²=0.0950 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004986	58	likely	16	27	15	measured	Body mass index (BMI)	ldpred	1286612	R²=0.0950 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004987	58	likely	16	27	15	measured	Body mass index (BMI)	ldpred	1286612	R²=0.0990 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004988	50	likely	8	27	15	measured	Body mass index (BMI)	prscs	1273897	R²=0.0170 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004989	64	confident	22	27	15	measured	Body mass index (BMI)	prscs	1273897	R²=0.1110 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004990	54	likely	12	27	15	measured	Body mass index (BMI)	prscs	1273897	R²=0.0340 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004991	58	likely	16	27	15	measured	Body mass index (BMI)	prscs	1273897	R²=0.0840 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004992	58	likely	16	27	15	measured	Body mass index (BMI)	prscs	1273897	R²=0.0920 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004993	58	likely	16	27	15	measured	Body mass index (BMI)	prscs	1273897	R²=0.0950 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004994	64	confident	22	27	15	measured	Body mass index (BMI)	prscsx	1277825	R²=0.1100 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004995	58	likely	16	27	15	measured	Height	ldpred	1286612	R²=0.0810 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004996	64	confident	22	27	15	measured	Height	ldpred	1286612	R²=0.1800 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004997	64	confident	22	27	15	measured	Height	ldpred	1286612	R²=0.1210 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004998	64	confident	22	27	15	measured	Height	ldpred	1286612	R²=0.1930 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS004999	72	confident	30	27	15	measured	Height	ldpred	1286612	R²=0.2140 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005000	72	confident	30	27	15	measured	Height	ldpred	1286612	R²=0.2020 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005001	58	likely	16	27	15	measured	Height	prscs	1273897	R²=0.0600 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005002	72	confident	30	27	15	measured	Height	prscs	1273897	R²=0.2630 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005003	64	confident	22	27	15	measured	Height	prscs	1273897	R²=0.1070 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005004	64	confident	22	27	15	measured	Height	prscs	1273897	R²=0.1560 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005005	64	confident	22	27	15	measured	Height	prscs	1273897	R²=0.1650 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005006	64	confident	22	27	15	measured	Height	prscs	1273897	R²=0.1590 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005007	72	confident	30	27	15	measured	Height	prscsx	1277825	R²=0.2690 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005008	50	likely	8	27	15	measured	Systolic blood pressure	ldpred	1286612	R²=0.0150 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005009	54	likely	12	27	15	measured	Systolic blood pressure	ldpred	1286612	R²=0.0320 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005010	50	likely	8	27	15	measured	Systolic blood pressure	ldpred	1286612	R²=0.0190 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005011	54	likely	12	27	15	measured	Systolic blood pressure	ldpred	1286612	R²=0.0320 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005012	54	likely	12	27	15	measured	Systolic blood pressure	ldpred	1286612	R²=0.0430 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005013	54	likely	12	27	15	measured	Systolic blood pressure	ldpred	1286612	R²=0.0440 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005014	50	likely	8	27	15	measured	Systolic blood pressure	prscs	1273897	R²=0.0110 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005015	54	likely	12	27	15	measured	Systolic blood pressure	prscs	1273897	R²=0.0420 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005016	50	likely	8	27	15	measured	Systolic blood pressure	prscs	1273897	R²=0.0150 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005017	54	likely	12	27	15	measured	Systolic blood pressure	prscs	1273897	R²=0.0200 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005018	54	likely	12	27	15	measured	Systolic blood pressure	prscs	1273897	R²=0.0390 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005019	54	likely	12	27	15	measured	Systolic blood pressure	prscs	1273897	R²=0.0420 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005020	54	likely	12	27	15	measured	Systolic blood pressure	prscsx	1277825	R²=0.0450 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005021	50	likely	8	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	ldpred	1286612	OR=1.28 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005022	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	ldpred	1286612	OR=1.73 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005023	56	likely	14	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	ldpred	1286612	OR=1.34 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005024	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	ldpred	1286612	OR=1.76 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005025	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	ldpred	1286612	OR=1.66 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005026	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	ldpred	1286612	OR=1.73 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005027	50	likely	8	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscs	1273897	OR=1.24 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005028	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscs	1273897	OR=1.90 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005029	56	likely	14	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscs	1273897	OR=1.32 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005030	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscs	1273897	OR=1.67 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005031	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscs	1273897	OR=1.73 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005032	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscs	1273897	OR=1.73 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005033	62	confident	20	27	15	measured	Type 2 diabetes (T2D) (PheCode 250.2)	prscsx	1277826	OR=1.89 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005034	50	likely	8	27	15	measured	Myocardial infarction (PheCode 411.2)	ldpred	1286612	OR=1.18 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005035	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	ldpred	1286612	OR=1.31 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005036	50	likely	8	27	15	measured	Myocardial infarction (PheCode 411.2)	ldpred	1286612	OR=1.12 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005037	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	ldpred	1286612	OR=1.38 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005038	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	ldpred	1286612	OR=1.38 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005039	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	ldpred	1286612	OR=1.42 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005040	50	likely	8	27	15	measured	Myocardial infarction (PheCode 411.2)	prscs	1273897	OR=1.17 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005041	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	prscs	1273897	OR=1.34 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005042	50	likely	8	27	15	measured	Myocardial infarction (PheCode 411.2)	prscs	1273897	OR=1.12 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005043	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	prscs	1273897	OR=1.31 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005044	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	prscs	1273897	OR=1.39 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005045	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	prscs	1273897	OR=1.35 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005046	56	likely	14	27	15	measured	Myocardial infarction (PheCode 411.2)	prscsx	1273891	OR=1.38 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005047	46	likely	4	27	15	measured	Angina pectoris (PheCode 411.3)	ldpred	1286612	OR=1.06 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005048	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	ldpred	1286612	OR=1.28 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005049	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	ldpred	1286612	OR=1.11 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005050	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	ldpred	1286612	OR=1.28 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005051	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	ldpred	1286612	OR=1.26 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005052	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	ldpred	1286612	OR=1.21 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005053	46	likely	4	27	15	measured	Angina pectoris (PheCode 411.3)	prscs	1273665	OR=1.04 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005054	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	prscs	1273665	OR=1.25 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005055	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	prscs	1273665	OR=1.13 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005056	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	prscs	1273665	OR=1.23 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005057	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	prscs	1273665	OR=1.25 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005058	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	prscs	1273665	OR=1.23 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005059	50	likely	8	27	15	measured	Angina pectoris (PheCode 411.3)	prscsx	1273891	OR=1.20 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005060	50	likely	8	27	15	measured	Atrial fibrillation (PheCode 427.21)	ldpred	1286612	OR=1.23 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005061	50	likely	8	27	15	measured	Atrial fibrillation (PheCode 427.21)	ldpred	1286612	OR=1.22 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005062	50	likely	8	27	15	measured	Atrial fibrillation (PheCode 427.21)	ldpred	1286612	OR=1.21 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005063	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	ldpred	1286612	OR=1.38 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005064	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	ldpred	1286612	OR=1.32 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005065	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	ldpred	1286612	OR=1.35 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005066	50	likely	8	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscs	1273897	OR=1.22 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005067	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscs	1273897	OR=1.34 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005068	50	likely	8	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscs	1273897	OR=1.15 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005069	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscs	1273897	OR=1.34 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005070	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscs	1273897	OR=1.40 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005071	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscs	1273897	OR=1.40 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005072	56	likely	14	27	15	measured	Atrial fibrillation (PheCode 427.21)	prscsx	1273891	OR=1.41 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005073	50	likely	8	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	ldpred	1286612	OR=1.14 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005074	56	likely	14	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	ldpred	1286612	OR=1.39 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005075	46	likely	4	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	ldpred	1286612	OR=1.09 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005076	56	likely	14	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	ldpred	1286612	OR=1.37 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005077	56	likely	14	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	ldpred	1286612	OR=1.37 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005078	56	likely	14	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	ldpred	1286612	OR=1.38 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005079	50	likely	8	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	prscs	1273897	OR=1.13 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005080	56	likely	14	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	prscs	1273897	OR=1.36 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS005081	46	likely	4	27	15	measured	Congestive heart failure (CHF), NOS (PheCode 428.1)	prscs	1273897	OR=1.07 (3 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
